ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Funding_Type,CHNA_Year,Service_Area_Type,Service_Area_Counties,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_Plan,Contact
6931075,Sutter Amador Hospital,200 Mission Boulevard,Jackson,95642-2564,CA,Sutter Health,Non-profit,2019,Combination of counties and zip codes,"Amador, Calaveras","95225, 95226, 95232, 95245, 95248, 95252, 95254, 95255, 95257, 95601, 95629, 95640, 95642, 95665, 95666, 95669, 95675, 95685, 95689, 95699",N/A,"Access to Mental/Behavioral/Substance Abuse Services; Access to Quality Primary Care Health Services; Access to Basic Needs Such as Housing, Jobs, and Food; Injury and Disease Prevention and Management; Access and Functional Needs; Access to Dental Care and Preventive Services; Access to Specialty and Extended Care ","Access to Mental/Behavioral/Substance Abuse Services; Access to Quality Primary Care Health Services; Access to Basic Needs Such as Housing, Jobs, and Food; Injury and Disease Prevention and Management; Access and Functional Needs; Access to Dental Care and Preventive Services; Access to Specialty and Extended Care ",https://www.sutterhealth.org/pdf/for-patients/chna/sah-2019-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/sah-2019-2021-implementation-strategy.pdf,N/A
6930159,Sutter Auburn Faith Hospital,11815 Education Street,Auburn,95602-2410,CA,Sutter Health,,2019,List of Zip Codes,N/A,"95602, 95603, 95631, 95658, 95703, 95713, 95717, 95722, 95736, 95949",N/A,"Access to Quality Primary Care Health Services; Access to Basic Needs Such as Housing, Jobs, and Food; Access to Mental, Behavioral, and Substance-Abuse Services; Injury and Disease Prevention and Management; Access and Functional Needs, Transportation and Physical Disability; Access to Specialty and Extended Care; Active Living and Healthy Eating","Access to Quality Primary Care Health Services; Access to Basic Needs Such as Housing, Jobs, and Food; Access to Mental, Behavioral, and Substance-Abuse Services; Injury and Disease Prevention and Management; Access and Functional Needs, Transportation and Physical Disability; Access to Specialty and Extended Care; Active Living and Healthy Eating",https://www.sutterhealth.org/pdf/for-patients/chna/safh-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/safh-2022-2024-implementation-strategy.pdf,N/A
6932697,Sutter Center for Psychiatry,7700 Folsom Boulevard,Sacramento,95826-2608,CA,Sutter Health,,2019,List of Counties,Sacramento,N/A,N/A,"Access to quality primary healthcare services; Access to mental/behavioral/substance-abuse services; Access to basic needs such as housing, jobs, and food; System navigation; Injury and diseaseprevention and management; Safe and violence-free environment; Access to active living and healthy eating; Access to meeting functional needs (transportation and physical mobility); Cultural competency; Access to specialty and extended care","Access to mental/behavioral/substance-abuse services; Access to quality primary healthcare services; Access to basic needs such as housing, jobs, and food; Access to specialty and extended care; Access to active living and healthy eating; System navigation; Cultural Competency",https://www.sutterhealth.org/pdf/for-patients/chna/smcs-scp-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/scp-2022-2024-implementation-strategy.pdf,N/A
6930520,Sutter Coast Hospital,800 East Washington Boulevard,Crescent City,95531-8359,CA,Sutter Health,,2019,List of Counties,"Del Norte,Brookings Harbor",N/A,N/A,"Access to quality primary healthcare services; Access to mental/behavioral/substance abuse services; Access to basic needs such as housing, jobs, and food; Access to meeting functional needs (transportation and physical mobility); Injury and disease prevention and management; Access to specialty and extended care; Access to active living and healthy eating; Safe and violence-free environment; Access to dental care and preventative services; Pollution-free living environment","Access to quality primary healthcare services; Access to mental/behavioral/substance abuse services; Access to basic needs such as housing, jobs, and food; Access to meeting functional needs (transportation and physical mobility); Injury and disease prevention and management; Access to specialty and extended care; Access to active living and healthy eating; Safe and violence-free environment; Access to dental care and preventative services; Pollution-free living environment",https://www.sutterhealth.org/pdf/for-patients/chna/sch-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/sch-2022-2024-implementation-strategy.pdf,N/A
6930548,Sutter Davis Hospital,2000 Sutter Place,Davis,95616-6201,CA,Sutter Health,,2019,"Combination of counties, zip codes, and places",Yolo,"95605, 95691, 95695, 95776, 95627, 95645, 95653","Davis, West Sacramento, Winters, Woodland","Access to mental/behavioral/substance abuse services; Injury and disease prevention and management; Access to basic needs such as housing, jobs and food; Active living and health eating; Access to quality primary care health services; Access and functional needs; Access to specialty and extended care; Safe and violence-free environment; Pollution-free living environment; Access to dental care and preventive services ","Access to mental/behavioral/substance abuse services; Injury and disease prevention and management; Access to basic needs such as housing, jobs and food; Active living and health eating; Access to quality primary care health services; Access and functional needs; Access to specialty and extended care; Safe and violence-free environment; Pollution-free living environment; Access to dental care and preventive services ",https://www.sutterhealth.org/pdf/for-patients/chna/sdh-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/sdh-2022-2024-implementation-strategy.pdf,N/A
6930092,Sutter Delta Medical Center,3901 Lone Tree Way,Antioch,94509-6253,CA,Sutter Health,Non-Profit,2022,Combination of counties and places,"Alameda, Contra Costa",N/A," Antioch City, Pittsburg City","Behavioral Health, Housing and Homelessness, Economic Security, Healthcare Access and Delivery, Dismantling Structural Racism, Community and Family Safety, Food Security, Transportation","Behavioral Health, Housing and Homelessness, Economic Security, Healthcare Access and Delivery, Dismantling Structural Racism, Community and Family Safety, Food Security, Transportation",https://www.sutterhealth.org/pdf/for-patients/chna/sdmc-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/sdmc-2022-2024-implementation-strategy.pdf,SHCB@sutterhealth.org
6931160,Sutter Lakeside Hospital,5176 Hill Road East,Lakeport,95453-6300,CA,Sutter Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Lake,"95451, 95443, 95435, 95464, 95493, 95426, 95423, 95485, 95457, 95461, 95469, 95458, 95453, 95422, 95467","Clearlake, Clearlake Oaks, Cobb,  Finley, Glenhaven, Kelseyville, Lakeport, Lucerne, Nice, Hidden Valley Lake, Witter Springs","Access to Care, Health Risk Behaviors, Mental Health, Financial Stability: Employment, Financial Stability: Cost of Living, Health Conditions, Food Security, Community Safety, Environment and Infrastructure, Community Vitality: Civic, Housing: Unhoused, Housing: Costs, Community Vitality: Economic","Access to Care, Health Risk Behaviors, Mental Health, Financial Stability: Employment, Financial Stability: Cost of Living, Health Conditions, Food Security, Community Safety, Environment and Infrastructure, Community Vitality: Civic, Housing: Unhoused, Housing: Costs, Community Vitality: Economic",https://www.sutterhealth.org/pdf/for-patients/chna/slh-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/slh-2022-2024-implementation-strategy.pdf,SHCB@sutterhealth.org
6930077,Sutter Maternity and Surgery Center of Santa Cruz,2900 Chanticleer Avenue,Santa Cruz,95065-1816,CA,Sutter Health,Non-Profit,2019,List of Counties,Santa Cruz,N/A,N/A,"Behavioral health, Housing and Homelessness, Health Care Access and Delivery, Economic Security, Early Childhood Development, Cancer, Women's Health, Education and Literacy, Maternal/Child Health, Healthy Lifestyles, Violence/Safety, Oral/Dental Health, Environment","Health Care Access and Delivery, Behavioral Health, Housing and Homelessness,Maternal/Child Health",https://www.sutterhealth.org/pdf/for-patients/chna/smsc-2019-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/smsc-2019-2021-implementation-strategy.pdf,SHCB@sutterhealth.org
6930073,"Sutter Medical Center, Sacramento",2801 'L' Street,Sacramento,95816-5680,CA,Sutter Health,Non-Profit,2022,"Combination of counties, zip codes, and places",Sacramento,"95608, 95610, 95670, 95821, 95825, 95827, 95660, 95815, 95838, 95841, 95842","Carmichael, Citrus Heights, Rancho Cordova, Arden Arcade, North Highlands, Rancho Cordova, Rosemont, North Sacramento, Del Paso Heights, Foothill Farms","Access to Mental/Behavioral Health and Substance-Use Services; Access to Basic Needs Such as Housing, Jobs, and Food; Access to Quality Primary Care Health Services; System Navigation; Injury and Disease Prevention and Management; Health Equity: Equal Access to Opportunities to be Healthy (new, emergent); Active Living and Healthy Eating; Safe and Violence-Free Environment; Increased Community Connections (new from PHNs); Access to Specialty and Extended Care; Access to Functional Needs (transportation and physical mobility); Access to Dental Care and Preventative Services; Healthy Physical Environment","Access to Mental/Behavioral Health and Substance-Use Services; Access to Basic Needs Such as Housing, Jobs, and Food; Access to Quality Primary Care Health Services; System Navigation; Injury and Disease Prevention and Management; Health Equity: Equal Access to Opportunities to be Healthy (new, emergent); Active Living and Healthy Eating; Safe and Violence-Free Environment; Increased Community Connections (new from PHNs); Access to Specialty and Extended Care; Access to Functional Needs (transportation and physical mobility); Access to Dental Care and Preventative Services; Healthy Physical Environment",https://www.sutterhealth.org/pdf/for-patients/chna/smcs-scp-2022-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/smcs-2022-2024-implementation-strategy.pdf,SHCB@sutterhealth.org
6932645,Sutter Roseville Medical Center,One Medical Plaza Drive,Roseville,95661-3037,CA,Sutter Health,Non-Profit,2019,Combination of counties and zip codes,"Sacramento, Placer","95608, 95610, 95621, 95626, 95628, 95630, 95660, 95662,95842, 95843, 95648, 95650,95661, 95663,  95668, 95677,95678, 95681, 95746, 95747,95765",N/A,"Access to Mental/Behavioral/Substance Abuse Services; Access to Quality Primary Care Health Services; Access to Basic Needs Such as Housing, Jobs, and Food; Access and Functional Needs; Injury and Disease Prevention and Management; Access to Specialty and Extended Care; Active Living and Healthy Eating","Access to Mental/Behavioral/Substance Abuse Services; Access to Quality Primary Care Health Services; Access to Basic Needs Such as Housing, Jobs, and Food; Access and Functional Needs; Injury and Disease Prevention and Management; Access to Specialty and Extended Care; Active Living and Healthy Eating",https://www.sutterhealth.org/pdf/for-patients/chna/srmc-2019-chna.pdf,"https://www.sutterhealth.org/pdf/for-patients/chna/srmc-2019-2021-implementation-strategy.pdf, https://www.sutterhealth.org/pdf/for-patients/chna/srmc-2019-2021-community-benefit-plan.pdf",http://www.sutterhealth.org/
6933480,Sutter Santa Rosa Regional Hospital,30 Mark West Springs Road,Santa Rosa,95403,CA,Sutter Health,Non-Profit,2019,Combination of counties and places,Sonoma,N/A,"Healdsburg, Santa Rosa, Rohnert Park, Sebastopol, Petaluma","Housing and Homelessness, Education, Economic Security, Access to Care, Mental Health and Substance Abuse,Maternal and Child Health,Cardiovascular Disease,Stroke and Tobacco Use, Violence and Injury Prevention","Housing and Homelessness,Education, Economic Security, Access to Care, Cardiovascular Disease, Stroke, Tobacco Use",https://www.sutterhealth.org/pdf/for-patients/chna/ssrrh-2019-chna.pdf,"https://www.sutterhealth.org/pdf/for-patients/chna/ssrrh-2019-2021-implementation-strategy.pdf, https://www.sutterhealth.org/pdf/for-patients/chna/ssrrh-2019-2021-community-benefit-plan.pdf ",http://www.sutterhealth.org/
6933777,Sutter Solano Medical Center,300 Hospital Drive,Vallejo,94589-2574,CA,Sutter Health,Non-Profit,2019,"Combination of counties, zip codes, and places","Solano, Napa","94503, 94510, 94589, 94590, 94591,94592","Benicia, American Canyon, Mare Island","Access to basic needs, such as housing, jobs, and food; Access to mental/behavioral/substance-abuse services; Injury and disease prevention and management; Access to quality primary care health services; Increasing community connection; Active living and healthy eating; Access and functional needs; Safe and violence-free environment; Pollution-free living environment","Access to mental/behavioral/substance-abuse services; Injury and disease prevention and management;  Access to quality primary care health services;  Access to basic needs, such as housing, jobs, and food; Active living and healthy eating",https://www.sutterhealth.org/pdf/for-patients/chna/ssmc-2019-chna.pdf,"https://www.sutterhealth.org/pdf/for-patients/chna/ssmc-2019-2021-implementation-strategy.pdf, https://www.sutterhealth.org/pdf/for-patients/chna/ssmc-2019-2021-community-benefit-plan.pdf   ",http://www.sutterhealth.org/
6930376,Sutter Surgical Hospital - North Valley,455 Plumas Boulevard,Yuba City,95991-5074,CA,Sutter Health,Non-Profit,2019,Combination of zip codes and places,N/A,"95901, 95953, 95961, 95991,95993","Yuba City, Marysville","Access to Mental/Behavioral/Substance Abuse Services; Prevention of Disease and Injury through Knowledge, Action, and Access to Resources; Access to Basic Needs Such as Housing, Jobs, and Food; Access and Functional Needs; Access to Quality Primary Care Health Services;  Access to Specialty and Extended Care; Active Living and Healthy Eating; Safe and Violence-Free Environment","Access to Mental/Behavioral/Substance Abuse Services; Prevention of Disease and Injury through Knowledge, Action, and Access to Resources;  Access to Basic Needs Such as Housing, Jobs, and Food; Access to Quality Primary Care Health Services; Access to Specialty and Extended Care; Active Living and Healthy Eating; Safe and Violence-Free Environment",https://www.sutterhealth.org/pdf/for-patients/chna/sshnv-2019-chna.pdf,https://www.sutterhealth.org/pdf/for-patients/chna/sshnv-2019-2021-implementation-strategy.pdf,http://www.sutterhealth.org/
6933685,Sutter Tracy Community Hospital,1420 North Tracy Boulevard,Tracy,95376-3497,CA,Sutter Health,Unable to find,2019,Combination of counties and places,San Joaquin,N/A,"Stockton, Tracy, Manteca, Lodi, Lathrop, Ripon, Escalon","Mental Health, Economic Security, Obesity/Healthy Eating, Active Living/Diabetes, Violence/Injury Prevention,  Access to Care, Substance Abuse/Tobacco, Asthma, Oral Health, Climate and Health","Mental Health, Economic Security, Obesity/Healthy Eating, Active Living/Diabetes, Access to Care, Violence/Injury Prevention, Substance Abuse/Tobacco",https://www.sutterhealth.org/pdf/for-patients/chna/stch-2019-chna.pdf,"https://www.sutterhealth.org/pdf/for-patients/chna/stch-2019-2021-implementation-strategy.pdf, https://www.sutterhealth.org/pdf/for-patients/chna/stch-2019-2021-community-benefit-plan.pdf  ",N/A
6933700,Tahoe Forest Hospital District,10121 Pine Avenue,Truckee,96161-4856,CA,Tahoe Forest Health System,Non-Profit,2018,Combination of counties and places,"Placer, Nevada, Washoe",N/A,"Incline Village, Crystal Bay","Access to care, Behavioral Risks, Mental Health, Health Conditions","Mental/Behavioral Health, Substance Misuse, Chronic Disease, Prevention & Wellness","https://www.tfhd.com/sites/default/files/2018%20TFHS%20CHNA%20report%20FINAL.pdf, https://www.tfhd.com/sites/default/files/FINAL%20Executive%20Summary%20CHNA%202021.pdf ",https://www.tfhd.com/sites/default/files/2018%20CHIP_%20FINAL_0.pdf,N/A
6930372,Telecare Heritage Psychiatric Health Center,2633 East 27th Street,Oakland,94601-1912,CA,Telecare,,N/A unable to find,,,,,,,,,
6930677,Temecula Valley Hospital,31700 Temecula Parkway,Temecula,92592-5896,CA,"Universal Health Services, Inc.",,N/A unable to find,,,,,,,,,
6933679,Torrance Memorial Medical Center,3330 Lomita Boulevard,Torrance,90505-5073,CA,Cedars-Sinai Health System,Non-profit,2019,Combination of zip codes and places,N/A,"90745, 90746, 90245, 90247, 90248, 90249, 90710, 90250, 90254, 90260, 90717, 90266, 90274, 90275, 90277, 90278, 90731, 90732, 90501, 90502, 90503, 90504, 90505, 90744","Carson, El Segundo, Gardena, Harbor City, Hawthorne, Hermosa Beach, Lawndale, Lomita, Manhattan Beach, Palos Verdes Peninsula, Rancho Palos Verdes, Redondo Beach, San Pedro, Torrance, Wilmington ","Access to health care, Cardiovascular disease, Dental care, Diabetes, Food insecurity, Housing and Homelessness, Kidney disease, Mental Health, Overweight and Obesity, Pneumonia and flu, Preventative practices, Substance use and misuse","Access to care, Response to Need, Chronic Diseases, Response to Need, Homelessness, Substance Use and Misuse",https://www.torrancememorial.org/app/files/public/4dc6c599-602d-436d-b974-f586f74afb74/About%20Us/Community%20Benefits/Community%20Health%20Needs%20Assessment%202019.pdf,https://www.torrancememorial.org/app/files/public/bf49e164-2b92-4459-9ca7-ead943240d71/About%20Us/Community%20Benefits/FY21%20Annual%20Report%20and%20Plan%20for%20Community%20Benefit.pdf,N/A
